HGNC ID	Approved Symbol	Approved Name	Chromosome	Ensembl Gene ID	RefSeq IDs
HGNC:10351	RPL3L	ribosomal protein L3 like	16p13.3	ENSG00000140986	NM_005061
HGNC:10303	RPL13	ribosomal protein L13	16q24.3	ENSG00000167526	NM_000977
HGNC:10404	RPS2	ribosomal protein S2	16p13.3	ENSG00000140988	NM_002952
HGNC:10389	RPS15A	ribosomal protein S15a	16p12.3	ENSG00000134419	NM_001019
HGNC:14173	RPUSD1	RNA pseudouridylate synthase domain containing 1	16p13.3	ENSG00000007376	NM_058192
HGNC:10446	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	16q22.1	ENSG00000166592	NM_004165
HGNC:30346	RRN3	RRN3 homolog, RNA polymerase I transcription factor	16p13.11	ENSG00000085721	NM_018427
HGNC:24534	RSL1D1	ribosomal L1 domain containing 1	16p13.13	ENSG00000171490	NM_015659
HGNC:29420	RSPRY1	ring finger and SPRY domain containing 1	16q13	ENSG00000159579	NM_133368
HGNC:10524	SALL1	spalt like transcription factor 1	16q12.1	ENSG00000103449	NM_002968
HGNC:17699	SBK1	SH3 domain binding kinase 1	16p11.2		XM_370948
HGNC:10600	SCNN1B	sodium channel epithelial 1 beta subunit	16p12.2-p12.1	ENSG00000168447	
HGNC:10602	SCNN1G	sodium channel epithelial 1 gamma subunit	16p12.2	ENSG00000166828	NM_001039
HGNC:29834	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	16q23.3	ENSG00000184860	NM_145168
HGNC:35414	SDR42E2	short chain dehydrogenase/reductase family 42E, member 2	16p12.1	ENSG00000183921	
HGNC:29032	SEC14L5	SEC14 like lipid binding 5	16p13.3	ENSG00000103184	NM_014692
HGNC:19686	SEPHS2	selenophosphate synthetase 2	16p11.2	ENSG00000179918	NM_012248
HGNC:2879	SEPT1	septin 1	16p11.2	ENSG00000180096	NM_052838
HGNC:26348	SEPT12	septin 12	16p13.3	ENSG00000140623	NM_144605
HGNC:29010	SETD1A	SET domain containing 1A	16p11.2	ENSG00000099381	NM_014712
HGNC:26116	SETD6	SET domain containing 6	16q21	ENSG00000103037	NM_024860
HGNC:30844	SEZ6L2	seizure related 6 homolog like 2	16p11.2	ENSG00000174938	NM_012410
HGNC:10770	SF3B3	splicing factor 3b subunit 3	16q22.1	ENSG00000189091	NM_012426
HGNC:25156	SGF29	SAGA complex associated factor 29	16p11.2	ENSG00000176476	NM_138414
HGNC:30417	SH2B1	SH2B adaptor protein 1	16p11.2	ENSG00000178188	NM_015503
HGNC:29547	SHCBP1	SHC binding and spindle associated 1	16q11.2	ENSG00000171241	NM_024745
HGNC:37231	SHISA9	shisa family member 9	16p13.12	ENSG00000237515	NM_001145204
HGNC:10857	SIAH1	siah E3 ubiquitin protein ligase 1	16q12.1	ENSG00000196470	
HGNC:11037	SLC5A2	solute carrier family 5 member 2	16p11.2	ENSG00000140675	
HGNC:23091	SLC5A11	solute carrier family 5 member 11	16p12.1	ENSG00000158865	NM_052944
HGNC:11048	SLC6A2	solute carrier family 6 member 2	16q12.2	ENSG00000103546	
HGNC:11063	SLC7A5	solute carrier family 7 member 5	16q24.2	ENSG00000103257	NM_003486
HGNC:11064	SLC7A6	solute carrier family 7 member 6	16q22.1	ENSG00000103064	NM_003983
HGNC:25807	SLC7A6OS	solute carrier family 7 member 6 opposite strand	16q22.1	ENSG00000103061	NM_032178
HGNC:11076	SLC9A3R2	SLC9A3 regulator 2	16p13.3	ENSG00000065054	
HGNC:11078	SLC9A5	solute carrier family 9 member A5	16q22.1	ENSG00000135740	
HGNC:10912	SLC12A3	solute carrier family 12 member 3	16q13	ENSG00000070915	
HGNC:10913	SLC12A4	solute carrier family 12 member 4	16q22.1	ENSG00000124067	NM_005072
HGNC:27091	SLC22A31	solute carrier family 22 member 31	16q24.3	ENSG00000259803	NM_001242757
HGNC:25582	SLC38A7	solute carrier family 38 member 7	16q21	ENSG00000103042	NM_018231
HGNC:32434	SLC38A8	solute carrier family 38 member 8	16q23.3		NM_001080442
HGNC:20922	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	16p11.2	ENSG00000132207	NM_001014999
HGNC:28748	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	16p11.2	ENSG00000181625	NM_024044
HGNC:23845	SLX4	SLX4 structure-specific endonuclease subunit	16p13.3	ENSG00000188827	NM_032444
HGNC:30045	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase	16p12.3	ENSG00000157106	NM_015092
HGNC:48329	SMIM22	small integral membrane protein 22	16p13.3	ENSG00000267795	NM_001253790
HGNC:14240	SMPD3	sphingomyelin phosphodiesterase 3	16q22.1	ENSG00000103056	NM_018667
HGNC:18411	SNAI3	snail family transcriptional repressor 3	16q24.3		
HGNC:11149	SNN	stannin	16p13.13	ENSG00000184602	NM_003498
HGNC:14161	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	16p13.3	ENSG00000161981	NM_024571
HGNC:11169	SNTB2	syntrophin beta 2	16q22.1	ENSG00000168807	
HGNC:30390	SNX20	sorting nexin 20	16q12.1	ENSG00000167208	NM_153337
HGNC:30542	SNX29	sorting nexin 29	16p13.13-p13.12	ENSG00000048471	
HGNC:19383	SOCS1	suppressor of cytokine signaling 1	16p13.13	ENSG00000185338	
HGNC:11203	SOX8	SRY-box 8	16p13.3	ENSG00000005513	
HGNC:28393	SPATA2L	spermatogenesis associated 2 like	16q24.3	ENSG00000158792	NM_152339
HGNC:26463	SPATA33	spermatogenesis associated 33	16q24.3	ENSG00000167523	NM_153025
HGNC:11237	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	16q24.3	ENSG00000197912	NM_003119
HGNC:30623	SPIRE2	spire type actin nucleation factor 2	16q24		XM_047462
HGNC:11249	SPN	sialophorin	16p11.2	ENSG00000197471	
HGNC:30621	SPNS1	sphingolipid transporter 1 (putative)	16p11.2	ENSG00000169682	NM_032038
HGNC:30629	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	16p13.3		NM_080861
HGNC:16974	SRCAP	Snf2 related CREBBP activator protein	16p11.2	ENSG00000080603	NM_006662
HGNC:11295	SRL	sarcalumenin	16p13.3		XM_064152
HGNC:16639	SRRM2	serine/arginine repetitive matrix 2	16p13.3	ENSG00000167978	
HGNC:11334	SSTR5	somatostatin receptor 5	16p13.3	ENSG00000162009	
HGNC:10863	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	16q22.1	ENSG00000157350	NM_006927
HGNC:11427	STUB1	STIP1 homology and U-box containing protein 1	16p13.3	ENSG00000103266	NM_005861
HGNC:18539	STX1B	syntaxin 1B	16p11.2	ENSG00000099365	
HGNC:11439	STX4	syntaxin 4	16p11.2	ENSG00000103496	NM_004604
HGNC:11453	SULT1A1	sulfotransferase family 1A member 1	16p11.2	ENSG00000196502	NM_001055
HGNC:11454	SULT1A2	sulfotransferase family 1A member 2	16p11.2	ENSG00000197165	NM_001054
HGNC:11455	SULT1A3	sulfotransferase family 1A member 3	16p11.2	ENSG00000261052	NM_003166
HGNC:30004	SULT1A4	sulfotransferase family 1A member 4	16p11.2	ENSG00000213648	NM_001017389
HGNC:37236	SYCE1L	synaptonemal complex central element protein 1 like	16q23.1	ENSG00000205078	NM_001129979
HGNC:11501	SYNGR3	synaptogyrin 3	16p13.3	ENSG00000127561	
HGNC:24119	SYT17	synaptotagmin 17	16p12.3	ENSG00000103528	NM_016524
HGNC:11534	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C	16q24		NM_139353
HGNC:25749	TANGO6	transport and golgi organization 6 homolog	16q22.1	ENSG00000103047	XM_928235.2
HGNC:16835	TAOK2	TAO kinase 2	16p11.2	ENSG00000149930	NM_016151
HGNC:11573	TAT	tyrosine aminotransferase	16q22.2	ENSG00000198650	
HGNC:24510	TBC1D10B	TBC1 domain family member 10B	16p11.2	ENSG00000169221	NM_015527
HGNC:29203	TBC1D24	TBC1 domain family member 24	16p13.3		NM_020705
HGNC:11587	TBL3	transducin beta like 3	16p13.3	ENSG00000183751	NM_006453
HGNC:11605	TBX6	T-box 6	16p11.2	ENSG00000149922	NM_004608, NM_080758
HGNC:29181	TCF25	transcription factor 25	16q24.3	ENSG00000141002	NM_014972
HGNC:25849	TEDC2	tubulin epsilon and delta complex 2	16p13.3	ENSG00000162062	NM_025108
HGNC:26554	TEKT5	tektin 5	16p13.13	ENSG00000153060	NM_144674
HGNC:29099	TELO2	telomere maintenance 2	16p13.3	ENSG00000100726	NM_016111
HGNC:30758	TENT4B	terminal nucleotidyltransferase 4B	16q12.1	ENSG00000121274	NM_022447
HGNC:33745	TEPP	testis, prostate and placenta expressed	16q21	ENSG00000159648	NM_199456
HGNC:26675	TERB1	telomere repeat binding bouquet formation protein 1	16q22.1	ENSG00000249961	
HGNC:11729	TERF2	telomeric repeat binding factor 2	16q22.1	ENSG00000132604	
HGNC:19246	TERF2IP	TERF2 interacting protein	16q23.1	ENSG00000166848	NM_018975
HGNC:11745	TFAP4	transcription factor AP-4	16p13.3	ENSG00000090447	NM_003223
HGNC:11767	TGFB1I1	transforming growth factor beta 1 induced transcript 1	16p11.2	ENSG00000140682	
HGNC:23194	THAP11	THAP domain containing 11	16q22.1	ENSG00000168286	NM_020457
HGNC:28369	THOC6	THO complex 6	16p13.3		NM_024339
HGNC:23807	THUMPD1	THUMP domain containing 1	16p12.3	ENSG00000066654	NM_017736
HGNC:18331	TIGD7	tigger transposable element derived 7	16p13.3	ENSG00000140993	NM_033208
HGNC:11831	TK2	thymidine kinase 2, mitochondrial	16q21	ENSG00000166548	
HGNC:29325	TLDC1	TBC/LysM-associated domain containing 1	16q24.1	ENSG00000140950	NM_020947
HGNC:53648	TLE7	transducin like enhancer of split family member 7	16q22.2	ENSG00000260734	
HGNC:22999	TMC5	transmembrane channel like 5	16p12.3	ENSG00000103534	NM_024780
HGNC:23000	TMC7	transmembrane channel like 7	16p12.3	ENSG00000170537	NM_024847
HGNC:28331	TMED6	transmembrane p24 trafficking protein 6	16q22.1	ENSG00000157315	NM_144676
HGNC:17205	TMEM8A	transmembrane protein 8A	16p13.3	ENSG00000129925	NM_021259
HGNC:33227	TMEM114	transmembrane protein 114	16p13.2	ENSG00000232258	NM_001146336
HGNC:30136	TMEM159	transmembrane protein 159	16p12.3	ENSG00000011638	NM_020422
HGNC:29577	TMEM170A	transmembrane protein 170A	16q23.1	ENSG00000166822	NM_145254
HGNC:24530	TMEM186	transmembrane protein 186	16p13.2	ENSG00000184857	NM_015421
HGNC:14158	TMEM204	transmembrane protein 204	16p13.3		NM_024600
HGNC:25015	TMEM208	transmembrane protein 208	16q22.1	ENSG00000168701	NM_014187
HGNC:25201	TMEM219	transmembrane protein 219	16p11.2	ENSG00000149932	NM_001083613
HGNC:37234	TMEM231	transmembrane protein 231	16q23.1	ENSG00000205084	NM_001077416
HGNC:51241	TMEM265	transmembrane protein 265	16p11.2		
HGNC:18152	TNFRSF12A	TNF receptor superfamily member 12A	16p13.3	ENSG00000006327	
HGNC:11913	TNFRSF17	TNF receptor superfamily member 17	16p13.13	ENSG00000048462	
HGNC:11952	TNP2	transition protein 2	16p13.13		NM_005425
HGNC:11969	TNRC6A	trinucleotide repeat containing 6A	16p12.1	ENSG00000090905	NM_020847
HGNC:11972	TOX3	TOX high mobility group box family member 3	16q12.1		XM_049037
HGNC:30759	TP53TG3	TP53 target 3	16p11.2	ENSG00000183632	NM_016212
HGNC:37202	TP53TG3B	TP53 target 3B	16p11.2	ENSG00000261509	NM_001099687
HGNC:42962	TP53TG3C	TP53 target 3C	16p11.2	ENSG00000205457	NM_001205259
HGNC:44657	TP53TG3D	TP53 target 3D	16p11.2	ENSG00000205456	NM_001243722
HGNC:51816	TP53TG3E	TP53 target 3 family member E	16p11.2	ENSG00000275034	
HGNC:51817	TP53TG3F	TP53 target 3 family member F	16p11.2	ENSG00000278848	
HGNC:24162	TPPP3	tubulin polymerization promoting protein family member 3	16q22.1	ENSG00000159713	NM_015964
HGNC:12019	TPSAB1	tryptase alpha/beta 1	16p13.3	ENSG00000172236	NM_003294
HGNC:14120	TPSB2	tryptase beta 2 (gene/pseudogene)	16p13.3	ENSG00000197253	NM_024164
HGNC:14118	TPSD1	tryptase delta 1	16p13.3	ENSG00000095917	
HGNC:14134	TPSG1	tryptase gamma 1	16p13.3	ENSG00000116176	
HGNC:12030	TRADD	TNFRSF1A associated via death domain	16q22.1	ENSG00000102871	
HGNC:20456	TRAF7	TNF receptor associated factor 7	16p13.3	ENSG00000131653	NM_032271
HGNC:16264	TRAP1	TNF receptor associated protein 1	16p13.3	ENSG00000126602	NM_016292
HGNC:30887	TRAPPC2L	trafficking protein particle complex 2 like	16q24.3	ENSG00000167515	NM_016209
HGNC:32671	TRIM72	tripartite motif containing 72	16p11.2		NM_001008274
HGNC:12363	TSC2	TSC complex subunit 2	16p13.3	ENSG00000103197	NM_000548
HGNC:18586	TSNAXIP1	translin associated factor X interacting protein 1	16q22.1	ENSG00000102904	NM_018430
HGNC:14175	TSR3	TSR3, acp transferase ribosome maturation factor	16p13.3	ENSG00000007520	NM_001001410
HGNC:20772	TUBB3	tubulin beta 3 class III	16q24.3	ENSG00000258947	NM_006086
HGNC:12420	TUFM	Tu translation elongation factor, mitochondrial	16p11.2	ENSG00000178952	NM_003321
HGNC:20398	TVP23A	trans-golgi network vesicle protein 23 homolog A	16p13.13	ENSG00000166676	NM_001079512
HGNC:28030	TXNDC11	thioredoxin domain containing 11	16p13.13		NM_015914
HGNC:26041	TXNL4B	thioredoxin like 4B	16q22.2	ENSG00000140830	NM_017853
HGNC:29576	UBALD1	UBA like domain containing 1	16p13.3	ENSG00000153443	NM_145253
HGNC:12485	UBE2I	ubiquitin conjugating enzyme E2 I	16p13.3	ENSG00000103275	NM_003345
HGNC:30565	UBFD1	ubiquitin family domain containing 1	16p12.2	ENSG00000103353	NM_019116
HGNC:12506	UBN1	ubinuclein 1	16p13.3	ENSG00000118900	NM_016936
HGNC:12559	UMOD	uromodulin	16p12.3	ENSG00000169344	
HGNC:14184	UNKL	unkempt family like zinc finger	16p13.3	ENSG00000059145	NM_001037125
HGNC:12586	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	16p12.2	ENSG00000140740	NM_003366
HGNC:25792	USB1	U6 snRNA biogenesis phosphodiesterase 1	16q21	ENSG00000103005	NM_024598
HGNC:12630	USP7	ubiquitin specific peptidase 7	16p13.2	ENSG00000187555	
HGNC:12608	USP10	ubiquitin specific peptidase 10	16q24.1	ENSG00000103194	
HGNC:20060	USP31	ubiquitin specific peptidase 31	16p12.2	ENSG00000103404	NM_020718
HGNC:1983	UTP4	UTP4, small subunit processome component	16q22.1	ENSG00000141076	NM_032830
HGNC:25507	VAC14	Vac14, PIKFYVE complex component	16q22.1-q22.2	ENSG00000103043	NM_018052
HGNC:18517	VASN	vasorin	16p13.3	ENSG00000168140	NM_138440
HGNC:29315	VAT1L	vesicle amine transport 1 like	16q23.1	ENSG00000171724	NM_020927
HGNC:23663	VKORC1	vitamin K epoxide reductase complex subunit 1	16p11.2	ENSG00000167397	NM_024006
HGNC:19867	VN1R3	vomeronasal 1 receptor 3 (gene/pseudogene)	16p11.2	ENSG00000180663	NG_005664
HGNC:13488	VPS4A	vacuolar protein sorting 4 homolog A	16q23.1	ENSG00000132612	NM_013245
HGNC:13526	VPS9D1	VPS9 domain containing 1	16q24.3	ENSG00000075399	NM_004913
HGNC:13487	VPS35	VPS35, retromer complex component	16q11.2	ENSG00000069329	
HGNC:24641	VPS35L	VPS35 endosomal protein sorting factor like	16p12.3	ENSG00000103544	NM_020314
HGNC:27088	VWA3A	von Willebrand factor A domain containing 3A	16p12.2	ENSG00000175267	
HGNC:20852	WDR24	WD repeat domain 24	16p13.3	ENSG00000127580	NM_032259
HGNC:25706	WDR59	WD repeat domain 59	16q23.1	ENSG00000103091	NM_030581
HGNC:26960	WDR90	WD repeat domain 90	16p13.3	ENSG00000161996	NM_145294
HGNC:15466	WFDC1	WAP four-disulfide core domain 1	16q24.1	ENSG00000103175	
HGNC:30912	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	16p13.3	ENSG00000127578	NM_053284
HGNC:12799	WWOX	WW domain containing oxidoreductase	16q23.1-q23.2	ENSG00000186153	
HGNC:16804	WWP2	WW domain containing E3 ubiquitin protein ligase 2	16q22.1	ENSG00000198373	NM_007014
HGNC:19733	XPO6	exportin 6	16p11.2		XM_055195
HGNC:15516	XYLT1	xylosyltransferase 1	16p12.3	ENSG00000103489	NM_022166
HGNC:18327	YPEL3	yippee like 3	16p11.2	ENSG00000090238	NM_031477
HGNC:30959	ZC3H7A	zinc finger CCCH-type containing 7A	16p13.13	ENSG00000122299	NM_014153
HGNC:25091	ZC3H18	zinc finger CCCH-type containing 18	16q24.2	ENSG00000158545	NM_144604
HGNC:24134	ZCCHC14	zinc finger CCHC-type containing 14	16q24.2	ENSG00000140948	NM_015144
HGNC:17916	ZDHHC1	zinc finger DHHC-type containing 1	16q22.1	ENSG00000159714	NM_013304
HGNC:18459	ZDHHC7	zinc finger DHHC-type containing 7	16q24.1	ENSG00000153786	NM_017740
HGNC:777	ZFHX3	zinc finger homeobox 3	16q22.2-q22.3	ENSG00000140836	NM_006885
HGNC:23328	ZFP1	ZFP1 zinc finger protein	16q23.1	ENSG00000184517	NM_153688
HGNC:23329	ZFP90	ZFP90 zinc finger protein	16q22.1		XM_085375
HGNC:19762	ZFPM1	zinc finger protein, FOG family member 1	16q24.2	ENSG00000179588	
HGNC:30961	ZG16	zymogen granule protein 16	16p11.2	ENSG00000174992	NM_152338
HGNC:30456	ZG16B	zymogen granule protein 16B	16p13.3	ENSG00000162078	NM_145252
HGNC:25677	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	16p12.1		NM_001012981
HGNC:12981	ZNF19	zinc finger protein 19	16q22.2	ENSG00000157429	NM_006961
HGNC:13023	ZNF23	zinc finger protein 23	16q22.2	ENSG00000167377	NM_145911
HGNC:13114	ZNF48	zinc finger protein 48	16p11.2	ENSG00000180035	NM_152652
HGNC:13146	ZNF75A	zinc finger protein 75a	16p13.3	ENSG00000162086	NM_153028
HGNC:12963	ZNF174	zinc finger protein 174	16p13.3	ENSG00000103343	NM_003450
HGNC:12993	ZNF200	zinc finger protein 200	16p13.3	ENSG00000010539	
HGNC:12996	ZNF205	zinc finger protein 205	16p13.3	ENSG00000122386	NM_003456
HGNC:13005	ZNF213	zinc finger protein 213	16p13.3	ENSG00000085644	NM_004220
HGNC:13056	ZNF263	zinc finger protein 263	16p13.3	ENSG00000006194	
HGNC:13060	ZNF267	zinc finger protein 267	16p11.2	ENSG00000185947	NM_003414
HGNC:23330	ZNF276	zinc finger protein 276	16q24.3	ENSG00000158805	NM_152287
HGNC:13644	ZNF319	zinc finger protein 319	16q21	ENSG00000166188	
HGNC:16762	ZNF423	zinc finger protein 423	16q12.1	ENSG00000102935	NM_015069
HGNC:23216	ZNF469	zinc finger protein 469	16q24.2	ENSG00000225614	NG_012236
HGNC:23716	ZNF500	zinc finger protein 500	16p13.3		XM_085507
HGNC:26573	ZNF597	zinc finger protein 597	16p13.3	ENSG00000167981	NM_152457
HGNC:28079	ZNF598	zinc finger protein 598	16p13.3	ENSG00000167962	NM_178167
HGNC:29008	ZNF629	zinc finger protein 629	16p11.2		NM_015309
HGNC:29004	ZNF646	zinc finger protein 646	16p11.2	ENSG00000167395	NM_014699
HGNC:25821	ZNF668	zinc finger protein 668	16p11.2	ENSG00000167394	NM_024706
HGNC:30489	ZNF688	zinc finger protein 688	16p11.2	ENSG00000229809	NM_145271
HGNC:25173	ZNF689	zinc finger protein 689	16p11.2	ENSG00000156853	NM_138447
HGNC:26987	ZNF720	zinc finger protein 720	16p11.2		NM_001004300
HGNC:28350	ZNF747	zinc finger protein 747	16p11.2	ENSG00000169955	NM_023931
HGNC:28200	ZNF764	zinc finger protein 764	16p11.2	ENSG00000169951	NM_033410
HGNC:26273	ZNF768	zinc finger protein 768	16p11.2	ENSG00000169957	NM_024671
HGNC:29653	ZNF771	zinc finger protein 771	16p11.2	ENSG00000179965	NM_016643
HGNC:26479	ZNF778	zinc finger protein 778	16q24.3	ENSG00000170100	NM_182531
HGNC:26496	ZNF785	zinc finger protein 785	16p11.2	ENSG00000197162	NM_152458
HGNC:28043	ZNF821	zinc finger protein 821	16q22.2	ENSG00000102984	NM_017530
HGNC:28710	ZNF843	zinc finger protein 843	16p11.2	ENSG00000176723	NM_001136509
HGNC:18452	ZNRF1	zinc and ring finger 1	16q23.1	ENSG00000186187	
HGNC:13188	ZP2	zona pellucida glycoprotein 2	16p12.3-p12.2	ENSG00000103310	
HGNC:12997	ZSCAN10	zinc finger and SCAN domain containing 10	16p13.3	ENSG00000130182	NM_032805
HGNC:20812	ZSCAN32	zinc finger and SCAN domain containing 32	16p13.3	ENSG00000140987	NM_017810
